Gene Identifier,Gene Symbol,Allele,Strain Identifier,Temp,Vph1_Num_cells_GW,Vph1_Num_wells_GW,Vph1_penetrance_GW,Vph1_class E_GW,Vph1_class G_GW,Vph1_enlarged_GW,Vph1_fragmented_GW,Vph1_multilobed_GW,Vph1_V-ATPase defect_GW,Vph1_WT_GW,Vph1_none_GW,Snf7_Num_cells_GW,Snf7_Num_wells_GW,Snf7_penetrance_GW,Snf7_condensed_GW,Snf7_fragmented_GW,Snf7_membrane_GW,Snf7_WT_GW,Snf7_none_GW,Sla1_Num_cells_GW,Sla1_Num_wells_GW,Sla1_penetrance_GW,Sla1_aggregate_GW,Sla1_decreased patch number_GW,Sla1_depolarized patches_GW,Sla1_increased patch number_GW,Sla1_WT_GW,Sla1_none_GW,Sac6_Num_cells_GW,Sac6_Num_wells_GW,Sac6_penetrance_GW,Sac6_aggregate_GW,Sac6_bright patches_GW,Sac6_decreased patch number_GW,Sac6_depolarized patches_GW,Sac6_WT_GW,Sac6_none_GW
YBR147W,RTC2,,DMA307,,108,2,17.6,0.046,0,0.028,0.037,0.065,0,0.824,0,134,2,35.1,0.209,0.037,0.067,0.649,0.037,34,1,17.6,0.029,0.147,0,0,0.824,0,33,1,18.2,0,0.061,0,0.121,0.818,0
YBR146W,MRPS9,,DMA308,,112,1,11.6,0.018,0,0.018,0.009,0.071,0,0.884,0,70,1,25.7,0.1,0.057,0.057,0.743,0.043,134,2,26.9,0.015,0.224,0.015,0.015,0.731,0,37,1,24.3,0,0.081,0.054,0.108,0.757,0
YLL057C,JLP1,,DMA3085,,482,1,13.9,0.017,0.008,0.017,0.064,0.029,0.004,0.861,0,197,1,27.9,0.107,0.056,0.056,0.721,0.061,446,2,37,0.036,0.278,0.02,0.018,0.63,0.018,116,1,9.5,0.009,0.017,0.06,0.009,0.905,0
YLL056C,,,DMA3086,,259,1,14.3,0.008,0.012,0.027,0.039,0.05,0.008,0.857,0,152,1,23,0.072,0.066,0.053,0.77,0.039,107,1,17.8,0.065,0.037,0.028,0.028,0.822,0.019,96,1,9.4,0.021,0.021,0,0.052,0.906,0
YLL055W,YCT1,,DMA3087,,161,1,9.3,0.019,0.006,0.006,0.012,0.05,0,0.907,0,198,1,25.3,0.045,0.081,0.086,0.747,0.04,157,1,29.3,0.019,0.268,0,0.006,0.707,0,129,1,22.5,0.039,0.023,0.062,0.101,0.775,0
YLL054C,,,DMA3088,,236,1,9.7,0.017,0.004,0.034,0.034,0.004,0.004,0.903,0,232,1,22.8,0.052,0.078,0.082,0.772,0.017,186,1,15.1,0.043,0.027,0.059,0.011,0.849,0.011,164,1,15.9,0.024,0.012,0.018,0.104,0.841,0
YLL053C,,,DMA3089,,401,1,17.7,0.015,0,0.022,0.047,0.09,0.002,0.823,0,222,1,23.9,0.05,0.095,0.059,0.761,0.036,175,1,26.3,0.011,0.246,0,0.006,0.737,0,151,1,9.3,0.033,0.007,0.026,0.026,0.907,0
YBR145W,ADH5,,DMA309,,265,1,18.5,0.008,0,0.045,0.057,0.072,0,0.815,0.004,48,1,16.7,0.021,0.104,0.021,0.833,0.021,30,1,6.7,0,0.067,0,0,0.933,0,27,1,11.1,0.074,0,0,0.037,0.889,0
YLL052C,AQY2,,DMA3090,,229,1,13.5,0.009,0,0.017,0.066,0.039,0.004,0.865,0,452,1,25.2,0.058,0.082,0.075,0.748,0.038,134,1,13.4,0.022,0.09,0.015,0.007,0.866,0,131,1,13.7,0.046,0.031,0,0.046,0.863,0.015
YLL051C,FRE6,,DMA3091,,214,1,14,0.028,0.009,0.009,0.047,0.042,0.005,0.86,0,209,1,27.8,0.206,0.038,0.019,0.722,0.014,99,1,19.2,0.02,0.111,0.03,0.03,0.808,0,89,1,19.1,0.034,0.034,0.034,0.09,0.809,0
YLL049W,LDB18,,DMA3092,,201,1,28.9,0.01,0.005,0.055,0.05,0.164,0.005,0.711,0,195,1,25.6,0.056,0.056,0.103,0.744,0.041,36,1,22.2,0,0.056,0.083,0.083,0.778,0,33,1,18.2,0.061,0,0,0.121,0.818,0
YLL048C,YBT1,,DMA3093,,348,1,29.9,0.029,0.003,0.115,0.103,0.037,0.006,0.701,0.006,169,1,45.6,0.308,0.036,0.053,0.544,0.059,190,1,11.1,0.026,0.011,0.016,0.047,0.889,0.011,166,1,15.1,0.024,0.024,0.018,0.078,0.849,0.006
YLL047W,,,DMA3094,,288,1,19.8,0.014,0,0.052,0.052,0.08,0,0.802,0,243,1,43.6,0.362,0.016,0.025,0.564,0.033,78,1,14.1,0,0.038,0.064,0.038,0.859,0,65,1,20,0.031,0,0.046,0.123,0.8,0
YLL046C,RNP1,,DMA3095,,414,2,17.6,0.027,0.012,0.029,0.031,0.072,0.005,0.824,0,564,2,26.6,0.113,0.053,0.059,0.734,0.041,110,1,10.9,0.009,0.045,0.009,0.045,0.891,0,86,1,12.8,0.035,0.023,0.035,0.035,0.872,0
YLR011W,LOT6,,DMA3097,,418,1,30.9,0.017,0.005,0.206,0.05,0.029,0.002,0.691,0,139,1,30.9,0.058,0.094,0.101,0.691,0.058,114,1,15.8,0,0.061,0.061,0.026,0.842,0.009,93,1,19.4,0,0.075,0.054,0.065,0.806,0
YLR006C,SSK1,,DMA3098,,365,1,11.5,0.011,0,0.014,0.047,0.038,0.005,0.885,0,144,1,26.4,0.042,0.09,0.076,0.736,0.056,188,2,34,0.005,0.33,0,0,0.66,0.005,94,1,14.9,0,0,0.117,0.032,0.851,0
YLR004C,THI73,,DMA3099,,162,1,16,0.019,0.012,0.031,0.056,0.037,0.006,0.84,0,128,1,29.7,0.055,0.164,0.031,0.703,0.047,64,2,15.6,0,0.109,0.047,0,0.844,0,21,1,38.1,0,0.048,0.095,0.238,0.619,0
YAL023C,PMT2,,DMA31,,379,1,18.5,0.032,0.011,0.016,0.05,0.066,0.011,0.815,0,56,1,28.6,0.161,0.089,0,0.714,0.036,50,1,14,0,0.08,0,0.04,0.86,0.02,47,1,12.8,0.043,0,0,0.085,0.872,0
YBR144C,,,DMA310,,66,1,16.7,0,0,0.015,0.076,0.076,0,0.833,0,220,1,16.4,0.064,0.068,0.018,0.836,0.014,118,1,9.3,0.008,0.068,0,0.017,0.907,0,100,1,14,0.07,0.02,0.01,0.04,0.86,0
YLR003C,CMS1,,DMA3100,,237,1,19,0.025,0,0.08,0.055,0.025,0.004,0.81,0,360,1,23.1,0.072,0.072,0.044,0.769,0.042,76,1,10.5,0.039,0.039,0.013,0.013,0.895,0,70,1,14.3,0.014,0.029,0.043,0.057,0.857,0
YLR001C,,,DMA3101,,444,2,15.8,0.032,0.002,0.029,0.061,0.032,0.002,0.842,0,172,2,25,0.064,0.087,0.076,0.75,0.023,361,2,11.1,0.05,0.017,0.003,0.039,0.889,0.003,310,2,13.9,0.016,0.032,0.039,0.052,0.861,0
YLL063C,AYT1,,DMA3102,,260,1,17.3,0.008,0.004,0.004,0.062,0.081,0.015,0.827,0,107,1,27.1,0.14,0.084,0.028,0.729,0.019,113,1,13.3,0.027,0.035,0.044,0.027,0.867,0,76,1,18.4,0.039,0.013,0.039,0.079,0.816,0.013
YLL062C,MHT1,,DMA3103,,165,1,17.6,0.018,0.006,0.036,0.067,0.042,0.006,0.824,0,200,1,28.5,0.095,0.08,0.07,0.715,0.04,66,1,19.7,0,0.121,0.045,0.015,0.803,0.015,60,1,15,0,0.067,0.017,0.067,0.85,0
YLL061W,MMP1,,DMA3104,,93,1,19.4,0.043,0,0.011,0.065,0.054,0.022,0.806,0,109,1,33,0.046,0.156,0.101,0.67,0.028,161,1,14.9,0.019,0.068,0.006,0.056,0.851,0,142,1,12.7,0.035,0.021,0.007,0.063,0.873,0
YLL060C,GTT2,,DMA3105,,239,1,10,0.008,0.004,0.008,0.025,0.05,0.004,0.9,0,177,1,24.9,0.028,0.085,0.096,0.751,0.04,177,1,15.3,0.045,0.028,0.006,0.062,0.847,0.011,157,1,15.3,0.013,0.025,0.032,0.076,0.847,0.006
YLL059C,,,DMA3106,,170,1,15.3,0.035,0.012,0,0.041,0.047,0.018,0.847,0,210,1,43.3,0.352,0.024,0.033,0.567,0.024,133,1,14.3,0.015,0.015,0.015,0.098,0.857,0,132,1,23.5,0.038,0.03,0.053,0.106,0.765,0.008
YLL058W,,,DMA3107,,312,1,13.1,0.013,0.006,0.013,0.058,0.042,0,0.869,0,277,1,36.1,0.177,0.069,0.061,0.639,0.054,170,1,30.6,0.012,0.259,0.018,0.018,0.694,0,140,1,13.6,0.021,0.014,0.036,0.057,0.864,0.007
YLR023C,IZH3,,DMA3109,,309,1,11.3,0.016,0.006,0.023,0.039,0.019,0.01,0.887,0,,,,,,,,,59,1,11.9,0.068,0.017,0.034,0,0.881,0,51,1,27.5,0.039,0.039,0.078,0.118,0.725,0
YBR141C,BMT2,,DMA311,,454,1,16.5,0.013,0.011,0.031,0.046,0.062,0.002,0.835,0,120,1,22.5,0.1,0.075,0.033,0.775,0.017,,,,,,,,,,,,,,,,,,
YLR021W,IRC25,,DMA3110,,304,2,36.8,0.026,0,0.237,0.03,0.063,0.013,0.632,0,,,,,,,,,39,1,23.1,0.051,0.103,0,0.077,0.769,0,30,1,23.3,0.033,0,0.1,0.067,0.767,0.033
YLR020C,YEH2,,DMA3111,,341,2,9.7,0.012,0.012,0.012,0.032,0.026,0.003,0.903,0,201,1,26.9,0.119,0.05,0.075,0.731,0.025,149,1,17.4,0.034,0.101,0.007,0.02,0.826,0.013,136,1,9.6,0.015,0.007,0.037,0.037,0.904,0
YLR019W,PSR2,,DMA3112,,350,2,15.7,0.02,0,0.031,0.029,0.066,0.011,0.843,0,180,1,25,0.061,0.083,0.067,0.75,0.039,73,1,20.5,0.041,0.096,0.014,0.041,0.795,0.014,66,1,16.7,0,0,0.091,0.076,0.833,0
YLR018C,POM34,,DMA3113,,276,2,19.9,0.022,0.004,0.036,0.022,0.112,0.004,0.801,0,252,1,22.2,0.06,0.071,0.048,0.778,0.044,151,2,26.5,0.073,0.086,0.046,0.053,0.735,0.007,64,1,31.3,0.109,0.031,0.078,0.094,0.688,0
YLR017W,MEU1,,DMA3114,,311,1,10.6,0.01,0.006,0.013,0.029,0.035,0.013,0.894,0,149,1,21.5,0.081,0.04,0.074,0.785,0.02,56,1,17.9,0.036,0.089,0.036,0.018,0.821,0,46,1,17.4,0.043,0.022,0.022,0.087,0.826,0
YLR016C,PML1,,DMA3115,,380,1,10.5,0.016,0.005,0.016,0.032,0.029,0.005,0.895,0.003,146,1,24.7,0.062,0.075,0.075,0.753,0.034,164,1,14.6,0.018,0.122,0,0.006,0.854,0,145,1,11.7,0.014,0.014,0.021,0.062,0.883,0.007
YLR015W,BRE2,,DMA3116,,372,2,31.5,0.024,0.022,0.011,0.062,0.177,0.019,0.685,0,,,,,,,,,191,2,17.8,0.021,0.063,0.016,0.079,0.822,0,171,2,8.8,0.018,0.012,0.023,0.035,0.912,0
YLR014C,PPR1,,DMA3117,,359,2,13.4,0.022,0.006,0.014,0.042,0.045,0.006,0.866,0,26,1,38.5,0,0.269,0.038,0.615,0.077,195,2,10.3,0.026,0.026,0.005,0.046,0.897,0,171,2,13.5,0.018,0.012,0.018,0.088,0.865,0
YLR013W,GAT3,,DMA3118,,216,1,11.1,0.019,0.005,0.014,0.019,0.056,0,0.889,0,285,1,21.8,0.035,0.056,0.095,0.782,0.032,91,1,42.9,0.022,0.176,0.011,0.187,0.571,0.033,79,1,19,0.025,0.025,0.013,0.127,0.81,0
YLR012C,,,DMA3119,,259,1,12,0.012,0,0.027,0.031,0.046,0.004,0.88,0,175,1,22.9,0.04,0.057,0.091,0.771,0.04,151,1,21.2,0.033,0.119,0.02,0.026,0.788,0.013,124,1,8.9,0.008,0.008,0.016,0.056,0.911,0
YBR139W,,,DMA312,,367,2,14.2,0.014,0.008,0.044,0.035,0.041,0,0.858,0,192,2,31.3,0.052,0.141,0.089,0.688,0.031,278,2,13.7,0.032,0.076,0.004,0.022,0.863,0.004,268,2,13.1,0.019,0.026,0.03,0.056,0.869,0
YLR039C,RIC1,,DMA3121,,276,4,35.9,0.004,0.011,0.018,0.174,0.138,0.014,0.641,0,155,3,74.8,0.129,0.206,0.374,0.252,0.039,250,3,31.6,0.048,0.172,0.012,0.08,0.684,0.004,18,1,44.4,0.056,0.167,0.056,0.167,0.556,0
YLR038C,COX12,,DMA3122,,108,1,11.1,0,0,0.009,0.046,0.028,0.028,0.889,0,92,1,20.7,0.065,0.109,0.011,0.793,0.022,67,1,28.4,0.015,0.254,0,0,0.716,0.015,55,1,16.4,0,0,0.091,0.073,0.836,0
YLR037C,PAU23,,DMA3123,,323,1,14.9,0.009,0.009,0.022,0.05,0.056,0.003,0.851,0,185,1,18.9,0.076,0.032,0.049,0.811,0.032,169,1,9.5,0.018,0.012,0.006,0.059,0.905,0,146,1,7.5,0.007,0.014,0.027,0.021,0.925,0.007
YLR036C,,,DMA3124,,301,1,15,0.03,0.007,0.03,0.047,0.027,0.01,0.85,0,99,1,24.2,0.051,0.061,0.081,0.758,0.051,115,1,5.2,0.017,0.017,0.009,0.009,0.948,0,110,1,10,0.045,0,0,0.045,0.9,0.009
YLR035C,MLH2,,DMA3125,,219,1,10,0.009,0,0.009,0.027,0.05,0.005,0.9,0,221,1,23.1,0.086,0.068,0.05,0.769,0.027,148,1,31.8,0.014,0.243,0.014,0.027,0.682,0.02,133,1,16.5,0.023,0.03,0.03,0.083,0.835,0
YLR034C,SMF3,,DMA3126,,753,2,12.1,0.017,0.005,0.032,0.029,0.031,0.005,0.879,0.001,,,,,,,,,401,2,15,0.04,0.062,0.02,0.027,0.85,0,353,2,15.6,0.025,0.025,0.034,0.068,0.844,0.003
YLR032W,RAD5,,DMA3127,,1000,5,22.7,0.039,0.018,0.02,0.038,0.106,0.006,0.773,0,201,2,49.8,0.05,0.109,0.294,0.502,0.045,623,4,27.1,0.061,0.071,0.048,0.083,0.729,0.008,385,3,15.8,0.008,0.016,0.039,0.088,0.842,0.008
YLR031W,,,DMA3128,,592,2,12.5,0.012,0.01,0.017,0.03,0.052,0.003,0.875,0,40,1,30,0,0.175,0.05,0.7,0.075,227,2,20.3,0.053,0.093,0.035,0.013,0.797,0.009,193,2,15,0.021,0.005,0.052,0.067,0.85,0.005
YLR030W,,,DMA3129,,269,1,13.4,0.011,0.004,0.056,0.019,0.041,0.004,0.866,0,,,,,,,,,181,1,54.7,0.028,0.298,0.044,0.127,0.453,0.05,164,1,12.8,0.006,0.03,0.043,0.043,0.872,0.006
YLR028C,ADE16,,DMA3130,,316,1,8.9,0.013,0.006,0.019,0.016,0.032,0.003,0.911,0,157,1,17.8,0.032,0.038,0.076,0.822,0.032,107,1,12.1,0.019,0.056,0.028,0.019,0.879,0,101,1,26.7,0.04,0.059,0.03,0.139,0.733,0
YLR024C,UBR2,,DMA3131,,189,1,23.3,0.032,0.011,0.09,0.042,0.032,0.026,0.767,0,,,,,,,,,119,1,16,0.05,0.034,0.034,0.034,0.84,0.008,99,1,18.2,0.051,0.03,0.04,0.061,0.818,0
YLR053C,,,DMA3133,,689,2,15.1,0.013,0.013,0.016,0.046,0.058,0.004,0.849,0,187,2,27.3,0.08,0.086,0.064,0.727,0.043,122,1,9.8,0.041,0.057,0,0,0.902,0,110,1,10.9,0.009,0.018,0.045,0.036,0.891,0
YLR050C,,,DMA3134,,216,1,21.3,0.028,0.009,0.037,0.037,0.088,0.014,0.787,0,215,1,28.4,0.084,0.098,0.06,0.716,0.042,173,2,23.1,0.012,0.173,0.035,0.006,0.769,0.006,70,1,11.4,0.014,0.057,0,0.043,0.886,0
YLR049C,,,DMA3135,,245,1,11.4,0.008,0.016,0.012,0.012,0.053,0.012,0.886,0,142,1,21.1,0.07,0.077,0.042,0.789,0.021,112,1,13.4,0.045,0.045,0.009,0.027,0.866,0.009,97,1,13.4,0.041,0,0.041,0.052,0.866,0
YLR048W,RPS0B,,DMA3136,,119,2,27.7,0.042,0,0.126,0.008,0.084,0.017,0.723,0,466,2,83.3,0.015,0.124,0.67,0.167,0.024,31,1,22.6,0,0,0.032,0.194,0.774,0,33,1,15.2,0,0,0.061,0.091,0.848,0
YLR047C,FRE8,,DMA3137,,297,1,9.1,0.007,0.007,0.007,0.024,0.047,0,0.909,0,245,1,25.7,0.057,0.073,0.09,0.743,0.037,200,1,8.5,0.02,0.02,0.025,0.015,0.915,0.005,176,1,20.5,0.045,0.04,0.023,0.091,0.795,0.006
YLR046C,,,DMA3138,,110,1,12.7,0.036,0.009,0,0.036,0.036,0.009,0.873,0,58,1,29.3,0.034,0.121,0.103,0.707,0.034,242,2,18.2,0.037,0.12,0.004,0.012,0.818,0.008,36,1,16.7,0.083,0.028,0,0.056,0.833,0
YLR044C,PDC1,,DMA3139,,306,2,11.8,0.026,0.01,0.013,0.016,0.052,0,0.882,0,421,2,20.2,0.057,0.059,0.052,0.798,0.033,272,1,23.9,0.059,0.107,0.022,0.044,0.761,0.007,,,,,,,,,
YBR169C,SSE2,,DMA314,,120,1,21.7,0.025,0.025,0.017,0.025,0.108,0.008,0.783,0.008,76,1,27.6,0.118,0.158,0,0.724,0,27,1,14.8,0,0.148,0,0,0.852,0,24,1,4.2,0,0,0.042,0,0.958,0
YLR043C,TRX1,,DMA3140,,252,1,15.1,0.024,0,0.004,0.048,0.067,0.008,0.849,0,355,1,24.5,0.056,0.093,0.065,0.755,0.031,115,1,28.7,0.026,0.252,0.009,0,0.713,0,103,1,15.5,0.019,0.029,0.058,0.049,0.845,0
YLR042C,,,DMA3141,,311,1,12.2,0.019,0.006,0.016,0.019,0.045,0.016,0.878,0,250,1,18.8,0.036,0.08,0.052,0.812,0.02,59,1,15.3,0,0.119,0,0.034,0.847,0,52,1,9.6,0,0.038,0.019,0.038,0.904,0
YLR041W,,,DMA3142,,623,2,15.4,0.03,0,0.035,0.045,0.032,0.008,0.846,0.003,320,3,20.6,0.103,0.034,0.044,0.794,0.025,443,2,16.5,0.036,0.034,0.025,0.061,0.835,0.009,386,2,19.4,0.028,0.039,0.028,0.093,0.806,0.005
YLR040C,AFB1,,DMA3143,,504,2,14.5,0.018,0.014,0.012,0.018,0.083,0,0.855,0,224,2,19.6,0.058,0.04,0.054,0.804,0.045,228,1,55.3,0.048,0.259,0.031,0.171,0.447,0.044,218,1,15.1,0.018,0.037,0.032,0.064,0.849,0
YLR065C,ENV10,,DMA3145,,167,1,12.6,0.012,0.006,0.018,0.024,0.048,0.018,0.874,0,53,1,30.2,0.057,0.208,0.019,0.698,0.019,103,1,18.4,0.039,0.126,0.01,0.01,0.816,0,92,1,18.5,0.022,0.022,0.076,0.065,0.815,0
YLR064W,PER33,,DMA3146,,782,3,20.8,0.037,0.006,0.047,0.033,0.081,0.004,0.792,0,771,3,41.1,0.265,0.052,0.042,0.589,0.053,294,2,25.2,0.031,0.19,0,0.024,0.748,0.007,138,1,12.3,0.014,0.007,0.051,0.051,0.877,0
YLR063W,BMT6,,DMA3147,,302,1,15.2,0.026,0,0.023,0.036,0.046,0.02,0.848,0,217,1,18,0.06,0.055,0.046,0.82,0.018,99,1,13.1,0.04,0.051,0.01,0.03,0.869,0,87,1,4.6,0,0.034,0,0.011,0.954,0
YLR062C,BUD28,,DMA3148,,183,1,9.3,0.005,0,0.016,0.044,0.027,0,0.907,0,155,1,46.5,0.335,0.032,0.045,0.535,0.052,13,1,7.7,0,0,0.077,0,0.923,0,12,1,8.3,0,0,0,0.083,0.917,0
YLR061W,RPL22A,,DMA3149,,74,2,18.9,0.027,0,0.027,0.027,0.054,0.054,0.811,0,319,2,87.5,0.044,0.194,0.608,0.125,0.028,,,,,,,,,,,,,,,,,,
YBR168W,PEX32,pex32-supp1,DMA315,,69,2,29,0.087,0.014,0.029,0.029,0.13,0,0.71,0,74,2,48.6,0.378,0.081,0.014,0.514,0.014,30,1,20,0,0.167,0.033,0,0.8,0,27,1,29.6,0.037,0.037,0.037,0.185,0.704,0
YLR059C,REX2,,DMA3150,,271,2,14.8,0.03,0.004,0.037,0.037,0.033,0.007,0.852,0,267,2,28.1,0.094,0.067,0.06,0.719,0.06,98,1,21.4,0.031,0.133,0.02,0.02,0.786,0.01,85,1,11.8,0.024,0.024,0.035,0.035,0.882,0
YLR058C,SHM2,,DMA3151,,32,1,31.3,0.063,0,0.063,0,0.125,0.063,0.688,0,43,1,60.5,0.14,0.465,0,0.395,0,,,,,,,,,,,,,,,,,,
YLR057W,MNL2,,DMA3152,,185,1,8.6,0.022,0,0.011,0.011,0.032,0.011,0.914,0,102,1,22.5,0.039,0.118,0.039,0.775,0.029,62,1,24.2,0.032,0.065,0.016,0.081,0.758,0.048,59,1,10.2,0.017,0.051,0.017,0.017,0.898,0
YLR056W,ERG3,,DMA3153,,382,6,16.8,0.016,0.005,0.003,0.058,0.071,0.016,0.832,0,824,4,20.9,0.057,0.035,0.079,0.791,0.038,225,4,54.2,0.013,0.52,0,0,0.458,0.009,118,3,11,0.008,0,0.076,0.017,0.89,0.008
YLR055C,SPT8,,DMA3154,,449,3,25.2,0.033,0.029,0.007,0.078,0.102,0.002,0.748,0,235,2,28.9,0.021,0.102,0.094,0.711,0.072,,,,,,,,,,,,,,,,,,
YLR054C,OSW2,,DMA3155,,229,1,13.1,0.017,0,0.009,0.031,0.057,0.013,0.869,0.004,172,1,23.8,0.047,0.041,0.087,0.762,0.064,109,1,11.9,0.009,0.046,0.009,0.055,0.881,0,97,1,14.4,0.01,0,0.062,0.072,0.856,0
YLR085C,ARP6,,DMA3157,,265,1,20.8,0.019,0.004,0.06,0.06,0.06,0.004,0.792,0,217,1,31.3,0.088,0.124,0.069,0.687,0.032,43,1,11.6,0.093,0.023,0,0,0.884,0,34,1,17.6,0.029,0.118,0,0.029,0.824,0
YLR084C,RAX2,,DMA3158,,372,1,12.1,0.011,0,0.019,0.027,0.048,0.016,0.879,0,237,1,28.3,0.139,0.076,0.034,0.717,0.034,73,1,15.1,0.014,0.068,0.027,0.027,0.849,0.014,62,1,14.5,0.016,0.065,0.016,0.048,0.855,0
YLR083C,EMP70,,DMA3159,,566,1,18.9,0.018,0.011,0.016,0.051,0.092,0.002,0.811,0,171,1,22.2,0.099,0.029,0.082,0.778,0.012,45,1,20,0.044,0.111,0,0.022,0.8,0.022,41,1,22,0.049,0.098,0.024,0.049,0.78,0
YBR166C,TYR1,,DMA316,,273,1,11.4,0.026,0.007,0.004,0.037,0.037,0,0.886,0.004,157,1,29.9,0.057,0.025,0.159,0.701,0.057,100,1,17,0.04,0.12,0.01,0,0.83,0,98,1,19.4,0.051,0.01,0.041,0.092,0.806,0
YLR082C,SRL2,,DMA3160,,146,1,11.6,0,0.007,0.048,0.034,0.027,0,0.884,0,200,1,56,0.45,0.035,0.055,0.44,0.02,99,1,11.1,0.04,0.02,0.01,0.04,0.889,0,87,1,23,0.057,0.023,0.069,0.057,0.77,0.023
YLR081W,GAL2,,DMA3161,,195,1,9.7,0.021,0.01,0.015,0.021,0.026,0,0.903,0.005,89,1,31.5,0.101,0.09,0.09,0.685,0.034,133,1,15,0.045,0.053,0.008,0.023,0.85,0.023,127,1,9.4,0.024,0.008,0.024,0.031,0.906,0.008
YLR080W,EMP46,,DMA3162,,518,1,8.1,0.006,0.002,0.014,0.015,0.039,0.006,0.919,0,112,1,28.6,0.089,0.098,0.054,0.714,0.045,103,1,14.6,0.049,0.029,0,0.068,0.854,0,83,1,10.8,0.036,0.024,0.036,0.012,0.892,0
YLR079W,SIC1,,DMA3163,,73,2,49.3,0.055,0,0.055,0.014,0.329,0.041,0.507,0,48,2,41.7,0.125,0.125,0.104,0.583,0.063,,,,,,,,,,,,,,,,,,
YLR077W,FMP25,,DMA3164,,424,1,10.1,0.005,0.005,0.007,0.035,0.047,0.002,0.899,0,202,1,17.3,0,0.064,0.094,0.827,0.015,156,1,18.6,0.038,0.058,0.038,0.051,0.814,0,140,1,19.3,0.014,0.043,0.036,0.086,0.807,0.014
YLR073C,RFU1,,DMA3165,,385,1,14,0.023,0.003,0.021,0.026,0.062,0.003,0.86,0.003,233,1,27.9,0.086,0.086,0.086,0.721,0.021,151,1,13.9,0.026,0.026,0.02,0.06,0.861,0.007,125,1,24,0.064,0.04,0.04,0.096,0.76,0
YLR072W,,,DMA3166,,336,1,12.5,0.009,0.009,0.012,0.033,0.054,0.009,0.875,0,176,1,25.6,0.04,0.074,0.125,0.744,0.017,54,1,7.4,0.019,0,0,0.056,0.926,0,52,1,15.4,0,0.038,0.019,0.077,0.846,0.019
YLR070C,XYL2,,DMA3167,,409,1,12,0.015,0.005,0.024,0.032,0.039,0.005,0.88,0,147,1,19,0.041,0.054,0.068,0.81,0.027,67,1,13.4,0.03,0.015,0.045,0.045,0.866,0,56,1,12.5,0.036,0.018,0.036,0.036,0.875,0
YBR165W,UBS1,,DMA317,,381,2,20.5,0.034,0.01,0.034,0.039,0.076,0.008,0.795,0.003,270,2,25.2,0.133,0.041,0.056,0.748,0.022,321,2,15.9,0.025,0.062,0.022,0.047,0.841,0.003,292,2,20.2,0.034,0.034,0.031,0.099,0.798,0.003
YBR164C,ARL1,,DMA318,,522,3,15.1,0.006,0.006,0.008,0.071,0.054,0.006,0.849,0.002,353,3,39.1,0.065,0.167,0.102,0.609,0.057,161,3,18.6,0.087,0.068,0.025,0.006,0.814,0,150,3,27.3,0.047,0.033,0.053,0.127,0.727,0.013
YLR098C,CHA4,,DMA3182,,419,1,17.9,0.024,0.007,0.038,0.064,0.045,0,0.821,0,168,1,20.8,0.036,0.089,0.071,0.792,0.012,620,2,23.5,0.023,0.184,0.005,0.023,0.765,0.002,324,1,8.6,0.019,0.012,0.04,0.015,0.914,0
YLR097C,HRT3,,DMA3183,,195,1,14.4,0.031,0.005,0.021,0.056,0.031,0,0.856,0,140,1,26.4,0.057,0.1,0.079,0.736,0.029,348,1,13.8,0.046,0.072,0.003,0.011,0.862,0.006,312,1,12.8,0.022,0.01,0.048,0.042,0.872,0.006
YLR096W,KIN2,,DMA3184,,212,1,11.8,0.019,0,0.024,0.033,0.038,0.005,0.882,0,251,1,18.7,0.044,0.08,0.06,0.813,0.004,65,1,12.3,0.046,0.015,0,0.046,0.877,0.015,60,1,35,0.033,0.017,0.083,0.183,0.65,0.033
YLR095C,IOC2,,DMA3185,,319,1,16.6,0.022,0.006,0.016,0.069,0.041,0.013,0.834,0,166,1,20.5,0.054,0.072,0.036,0.795,0.042,118,1,17.8,0.085,0.025,0.025,0.042,0.822,0,104,1,17.3,0.029,0.019,0.038,0.077,0.827,0.01
YLR094C,GIS3,,DMA3186,,758,5,42.6,0.03,0.02,0.264,0.049,0.057,0.005,0.574,0.001,1176,4,30.1,0.148,0.07,0.037,0.699,0.046,587,3,29.1,0.068,0.101,0.031,0.08,0.709,0.012,52,1,28.8,0.038,0.077,0.038,0.135,0.712,0
YLR093C,NYV1,,DMA3187,,239,1,15.1,0.021,0.008,0.071,0.021,0.021,0.008,0.849,0,292,1,30.1,0.11,0.065,0.065,0.699,0.062,139,1,11.5,0.043,0.022,0.007,0.043,0.885,0,121,1,10.7,0.033,0.033,0.017,0.025,0.893,0
YLR092W,SUL2,,DMA3188,,143,1,16.1,0.021,0,0.035,0.042,0.042,0.021,0.839,0,134,1,19.4,0.082,0.06,0.03,0.806,0.022,106,1,14.2,0.019,0.066,0.009,0.047,0.858,0,91,1,8.8,0.022,0.022,0.022,0.022,0.912,0
YLR091W,GEP5,,DMA3189,,439,3,68.1,0.048,0.005,0.467,0.093,0.055,0.014,0.319,0,303,2,27.7,0.112,0.083,0.05,0.723,0.033,85,1,12.9,0.024,0,0.047,0.047,0.871,0.012,66,1,13.6,0,0.045,0,0.091,0.864,0
